average flux in [cosZ = 0.30 --  0.40, phi_Az =   0 -- 360]
Enu        NuMu       NuMubar    NuE        NuEbar  
4.4668E+00 3.3146E+00 2.9688E+00 1.4940E+00 1.1307E+00
5.0119E+00 2.3949E+00 2.1268E+00 1.0465E+00 7.8729E-01
5.6234E+00 1.7274E+00 1.5200E+00 7.3093E-01 5.4607E-01
6.3096E+00 1.2398E+00 1.0815E+00 5.0535E-01 3.7877E-01
7.0795E+00 8.9025E-01 7.6962E-01 3.4964E-01 2.6145E-01
7.9433E+00 6.3751E-01 5.4840E-01 2.3927E-01 1.7920E-01
8.9125E+00 4.5493E-01 3.9139E-01 1.6398E-01 1.2286E-01
1.0000E+01 3.2504E-01 2.7587E-01 1.1184E-01 8.3630E-02
1.1220E+01 2.3260E-01 1.9519E-01 7.5907E-02 5.7125E-02
1.2589E+01 1.6596E-01 1.3869E-01 5.1361E-02 3.8867E-02
1.4125E+01 1.1841E-01 9.8320E-02 3.4750E-02 2.6109E-02
1.5849E+01 8.4458E-02 6.9410E-02 2.3556E-02 1.7657E-02
1.7783E+01 6.0094E-02 4.9324E-02 1.5744E-02 1.1946E-02
1.9953E+01 4.2896E-02 3.4970E-02 1.0644E-02 8.0001E-03
2.2387E+01 3.0673E-02 2.4746E-02 7.1865E-03 5.4451E-03
2.5119E+01 2.1943E-02 1.7478E-02 4.7684E-03 3.6868E-03
2.8184E+01 1.5576E-02 1.2324E-02 3.1830E-03 2.4471E-03
3.1623E+01 1.1136E-02 8.7458E-03 2.1261E-03 1.6300E-03
3.5481E+01 7.9302E-03 6.1845E-03 1.4164E-03 1.0916E-03
3.9811E+01 5.6400E-03 4.3655E-03 9.4236E-04 7.3114E-04
4.4668E+01 4.0090E-03 3.0803E-03 6.2623E-04 4.8803E-04
5.0119E+01 2.8522E-03 2.1729E-03 4.1565E-04 3.2499E-04
5.6234E+01 2.0242E-03 1.5305E-03 2.7550E-04 2.1654E-04
6.3096E+01 1.4348E-03 1.0804E-03 1.8232E-04 1.4398E-04
7.0795E+01 1.0164E-03 7.5991E-04 1.2109E-04 9.5909E-05
7.9433E+01 7.1853E-04 5.3283E-04 8.0663E-05 6.4047E-05
8.9125E+01 5.0842E-04 3.7504E-04 5.3636E-05 4.2458E-05
1.0000E+02 3.5908E-04 2.6262E-04 3.5731E-05 2.8346E-05
1.1220E+02 2.5340E-04 1.8386E-04 2.3707E-05 1.8847E-05
1.2589E+02 1.7844E-04 1.2858E-04 1.5684E-05 1.2553E-05
1.4125E+02 1.2549E-04 8.9773E-05 1.0428E-05 8.3959E-06
1.5849E+02 8.8195E-05 6.2601E-05 6.9576E-06 5.6004E-06
1.7783E+02 6.1953E-05 4.3654E-05 4.6263E-06 3.7391E-06
1.9953E+02 4.3518E-05 3.0446E-05 3.1005E-06 2.4980E-06
2.2387E+02 3.0494E-05 2.1192E-05 2.0749E-06 1.6709E-06
2.5119E+02 2.1329E-05 1.4714E-05 1.3886E-06 1.1150E-06
2.8184E+02 1.4910E-05 1.0219E-05 9.3311E-07 7.4449E-07
3.1623E+02 1.0455E-05 7.0990E-06 6.2236E-07 5.0362E-07
3.5481E+02 7.2988E-06 4.9206E-06 4.1912E-07 3.3667E-07
3.9811E+02 5.0933E-06 3.4122E-06 2.8019E-07 2.2586E-07
4.4668E+02 3.5494E-06 2.3623E-06 1.8744E-07 1.5237E-07
5.0119E+02 2.4722E-06 1.6321E-06 1.2583E-07 1.0182E-07
5.6234E+02 1.7294E-06 1.1295E-06 8.5118E-08 6.8261E-08
6.3096E+02 1.2013E-06 7.7778E-07 5.7713E-08 4.5922E-08
7.0795E+02 8.3450E-07 5.3677E-07 3.9127E-08 3.0694E-08
7.9433E+02 5.7936E-07 3.6970E-07 2.6205E-08 2.0498E-08
8.9125E+02 4.0198E-07 2.5409E-07 1.7549E-08 1.3831E-08
1.0000E+03 2.7930E-07 1.7519E-07 1.1817E-08 9.2564E-09
1.1220E+03 1.9230E-07 1.1979E-07 7.9691E-09 6.1465E-09
1.2589E+03 1.3257E-07 8.2159E-08 5.2889E-09 4.1047E-09
1.4125E+03 9.1186E-08 5.6095E-08 3.5262E-09 2.7228E-09
1.5849E+03 6.2512E-08 3.8239E-08 2.3595E-09 1.8295E-09
1.7783E+03 4.2851E-08 2.5964E-08 1.5833E-09 1.2398E-09
1.9953E+03 2.9382E-08 1.7641E-08 1.0716E-09 8.1823E-10
2.2387E+03 1.9996E-08 1.1953E-08 7.1490E-10 5.3818E-10
2.5119E+03 1.3588E-08 8.0555E-09 4.7353E-10 3.5442E-10
2.8184E+03 9.2322E-09 5.4297E-09 3.1681E-10 2.3365E-10
3.1623E+03 6.3779E-09 3.7455E-09 2.1092E-10 1.5439E-10
3.5481E+03 4.2235E-09 2.4674E-09 1.3873E-10 1.0200E-10
3.9811E+03 2.8436E-09 1.6487E-09 9.0821E-11 6.8349E-11
4.4668E+03 1.9031E-09 1.1000E-09 6.0865E-11 4.4319E-11
5.0119E+03 1.2783E-09 7.3349E-10 4.0945E-11 2.8915E-11
5.6234E+03 8.5594E-10 4.8877E-10 2.7049E-11 1.9627E-11
6.3096E+03 5.7193E-10 3.2504E-10 1.7392E-11 1.2818E-11
7.0795E+03 3.8090E-10 2.1541E-10 1.1495E-11 8.3620E-12
7.9433E+03 2.5414E-10 1.4235E-10 7.6778E-12 5.3963E-12
8.9125E+03 1.6870E-10 9.3566E-11 5.0012E-12 3.4616E-12
1.0000E+04 1.1152E-10 6.1731E-11 3.2974E-12 2.2733E-12
