average flux in [cosZ =-0.10 --  0.00, phi_Az =   0 -- 360]
Enu        NuMu       NuMubar    NuE        NuEbar  
2.5119E+03 2.6094E-08 1.6407E-08 1.2920E-09 9.9946E-10
2.8184E+03 1.8044E-08 1.1251E-08 8.4986E-10 6.6357E-10
3.1623E+03 1.2544E-08 7.7344E-09 5.6504E-10 4.4137E-10
3.5481E+03 8.5882E-09 5.2375E-09 3.7230E-10 2.9229E-10
3.9811E+03 5.9018E-09 3.5650E-09 2.4918E-10 1.9288E-10
4.4668E+03 4.0501E-09 2.4285E-09 1.6636E-10 1.2696E-10
5.0119E+03 2.7736E-09 1.6489E-09 1.1040E-10 8.4103E-11
5.6234E+03 1.8962E-09 1.1182E-09 7.3077E-11 5.5010E-11
6.3096E+03 1.2914E-09 7.5555E-10 4.8546E-11 3.5931E-11
7.0795E+03 8.7811E-10 5.0828E-10 3.2106E-11 2.3460E-11
7.9433E+03 5.9593E-10 3.4212E-10 2.1069E-11 1.5421E-11
8.9125E+03 4.0436E-10 2.2986E-10 1.3878E-11 1.0162E-11
1.0000E+04 2.7372E-10 1.5415E-10 9.2080E-12 6.6465E-12
