average flux in [cosZ =-0.20 -- -0.10, phi_Az =   0 -- 360]
Enu        NuMu       NuMubar    NuE        NuEbar  
1.4125E+01 1.4202E-01 1.2739E-01 6.1534E-02 4.5806E-02
1.5849E+01 1.0185E-01 9.0374E-02 4.2435E-02 3.1618E-02
1.7783E+01 7.2577E-02 6.4032E-02 2.9546E-02 2.1732E-02
1.9953E+01 5.1884E-02 4.5809E-02 2.0235E-02 1.5010E-02
2.2387E+01 3.7151E-02 3.2699E-02 1.3671E-02 1.0311E-02
2.5119E+01 2.6580E-02 2.3083E-02 9.3013E-03 7.0172E-03
2.8184E+01 1.9054E-02 1.6317E-02 6.4233E-03 4.7277E-03
3.1623E+01 1.3574E-02 1.1563E-02 4.3213E-03 3.2881E-03
3.5481E+01 9.6927E-03 8.1843E-03 2.9247E-03 2.2287E-03
3.9811E+01 6.9178E-03 5.7926E-03 1.9762E-03 1.5091E-03
4.4668E+01 4.9358E-03 4.1010E-03 1.3311E-03 1.0185E-03
5.0119E+01 3.5196E-03 2.8997E-03 8.9460E-04 6.8790E-04
5.6234E+01 2.5095E-03 2.0482E-03 5.9952E-04 4.6286E-04
6.3096E+01 1.7902E-03 1.4443E-03 4.0096E-04 3.0898E-04
7.0795E+01 1.2746E-03 1.0181E-03 2.6764E-04 2.0722E-04
7.9433E+01 9.0556E-04 7.1899E-04 1.7809E-04 1.3856E-04
8.9125E+01 6.4320E-04 5.0663E-04 1.1858E-04 9.2852E-05
1.0000E+02 4.5768E-04 3.5741E-04 7.8923E-05 6.1695E-05
1.1220E+02 3.2469E-04 2.5131E-04 5.2318E-05 4.0958E-05
1.2589E+02 2.2999E-04 1.7660E-04 3.4609E-05 2.7158E-05
1.4125E+02 1.6277E-04 1.2393E-04 2.2915E-05 1.8086E-05
1.5849E+02 1.1515E-04 8.6909E-05 1.5157E-05 1.2007E-05
1.7783E+02 8.1360E-05 6.0811E-05 1.0030E-05 7.9232E-06
1.9953E+02 5.7338E-05 4.2505E-05 6.6398E-06 5.2377E-06
2.2387E+02 4.0390E-05 2.9725E-05 4.4054E-06 3.4905E-06
2.5119E+02 2.8434E-05 2.0717E-05 2.8986E-06 2.3179E-06
2.8184E+02 1.9989E-05 1.4422E-05 1.9034E-06 1.5287E-06
3.1623E+02 1.4050E-05 1.0088E-05 1.2650E-06 1.0097E-06
3.5481E+02 9.8542E-06 7.0140E-06 8.3842E-07 6.6826E-07
3.9811E+02 6.9111E-06 4.8733E-06 5.5441E-07 4.4467E-07
4.4668E+02 4.8446E-06 3.3846E-06 3.6621E-07 2.9490E-07
5.0119E+02 3.3924E-06 2.3499E-06 2.4281E-07 1.9568E-07
5.6234E+02 2.3736E-06 1.6292E-06 1.6167E-07 1.2968E-07
6.3096E+02 1.6570E-06 1.1272E-06 1.0761E-07 8.6509E-08
7.0795E+02 1.1588E-06 7.8108E-07 7.1761E-08 5.7511E-08
7.9433E+02 8.0869E-07 5.3957E-07 4.7904E-08 3.8206E-08
8.9125E+02 5.6301E-07 3.7274E-07 3.2066E-08 2.5557E-08
1.0000E+03 3.9325E-07 2.5818E-07 2.1384E-08 1.6959E-08
1.1220E+03 2.7321E-07 1.7772E-07 1.4268E-08 1.1242E-08
1.2589E+03 1.9003E-07 1.2229E-07 9.4853E-09 7.5004E-09
1.4125E+03 1.3160E-07 8.4116E-08 6.3553E-09 4.9961E-09
1.5849E+03 9.1118E-08 5.7743E-08 4.2681E-09 3.3345E-09
1.7783E+03 6.3047E-08 3.9586E-08 2.8296E-09 2.2415E-09
1.9953E+03 4.3732E-08 2.7212E-08 1.9023E-09 1.4808E-09
2.2387E+03 3.0172E-08 1.8616E-08 1.2769E-09 9.8822E-10
2.5119E+03 2.0784E-08 1.2730E-08 8.6318E-10 6.5181E-10
2.8184E+03 1.4273E-08 8.6951E-09 5.7770E-10 4.3050E-10
3.1623E+03 9.8981E-09 5.9744E-09 3.8386E-10 2.9055E-10
3.5481E+03 6.7125E-09 4.0136E-09 2.5488E-10 1.9299E-10
3.9811E+03 4.5798E-09 2.7220E-09 1.7003E-10 1.2729E-10
4.4668E+03 3.1227E-09 1.8441E-09 1.1330E-10 8.3244E-11
5.0119E+03 2.1231E-09 1.2426E-09 7.5456E-11 5.5477E-11
5.6234E+03 1.4367E-09 8.3339E-10 5.0227E-11 3.7076E-11
6.3096E+03 9.7311E-10 5.6068E-10 3.3130E-11 2.3978E-11
7.0795E+03 6.5629E-10 3.7532E-10 2.1861E-11 1.5859E-11
7.9433E+03 4.4280E-10 2.5071E-10 1.4451E-11 1.0519E-11
8.9125E+03 2.9757E-10 1.6721E-10 9.5143E-12 6.7980E-12
1.0000E+04 1.9950E-10 1.1157E-10 6.2443E-12 4.4210E-12
