average flux in [cosZ =-0.80 -- -0.70, phi_Az =   0 -- 360]
Enu        NuMu       NuMubar    NuE        NuEbar  
1.9953E+02 3.1724E-05 2.1141E-05 1.6412E-06 1.3178E-06
2.2387E+02 2.2103E-05 1.4658E-05 1.1025E-06 8.9216E-07
2.5119E+02 1.5409E-05 1.0142E-05 7.4417E-07 6.0219E-07
2.8184E+02 1.0739E-05 7.0076E-06 5.0856E-07 4.0638E-07
3.1623E+02 7.4841E-06 4.8561E-06 3.4132E-07 2.7442E-07
3.5481E+02 5.1799E-06 3.3399E-06 2.3054E-07 1.8397E-07
3.9811E+02 3.5981E-06 2.3027E-06 1.5561E-07 1.2375E-07
4.4668E+02 2.4958E-06 1.5847E-06 1.0478E-07 8.3043E-08
5.0119E+02 1.7264E-06 1.0873E-06 7.0831E-08 5.5933E-08
5.6234E+02 1.1990E-06 7.5033E-07 4.8014E-08 3.7643E-08
6.3096E+02 8.2159E-07 5.1045E-07 3.2305E-08 2.5300E-08
7.0795E+02 5.6526E-07 3.4953E-07 2.1662E-08 1.6806E-08
7.9433E+02 3.8834E-07 2.3880E-07 1.4456E-08 1.1171E-08
8.9125E+02 2.6579E-07 1.6244E-07 9.6319E-09 7.5375E-09
1.0000E+03 1.8316E-07 1.1120E-07 6.4932E-09 5.0357E-09
1.1220E+03 1.2402E-07 7.4765E-08 4.3417E-09 3.2997E-09
1.2589E+03 8.4221E-08 5.0606E-08 2.9124E-09 2.1748E-09
1.4125E+03 5.7100E-08 3.4154E-08 1.9400E-09 1.4581E-09
1.5849E+03 3.8704E-08 2.2990E-08 1.2992E-09 9.8035E-10
1.7783E+03 2.6198E-08 1.5440E-08 8.6874E-10 6.5710E-10
1.9953E+03 1.7648E-08 1.0393E-08 5.6997E-10 4.3343E-10
2.2387E+03 1.1834E-08 6.9252E-09 3.8051E-10 2.8159E-10
2.5119E+03 7.9152E-09 4.6039E-09 2.5018E-10 1.7978E-10
2.8184E+03 5.3079E-09 3.0898E-09 1.6375E-10 1.1797E-10
3.1623E+03 3.6428E-09 2.1038E-09 1.0895E-10 7.9534E-11
3.5481E+03 2.3583E-09 1.3596E-09 7.2469E-11 5.1523E-11
3.9811E+03 1.5731E-09 9.0051E-10 4.7464E-11 3.3486E-11
4.4668E+03 1.0437E-09 5.9374E-10 3.0886E-11 2.2616E-11
5.0119E+03 6.9036E-10 3.8969E-10 2.0704E-11 1.5201E-11
5.6234E+03 4.5699E-10 2.5528E-10 1.3658E-11 9.7344E-12
6.3096E+03 3.0222E-10 1.6951E-10 8.8882E-12 6.1594E-12
7.0795E+03 1.9977E-10 1.1173E-10 5.7684E-12 4.0640E-12
7.9433E+03 1.3181E-10 7.3261E-11 3.7571E-12 2.6144E-12
8.9125E+03 8.6628E-11 4.7907E-11 2.4659E-12 1.6757E-12
1.0000E+04 5.6704E-11 3.1062E-11 1.5949E-12 1.1100E-12
