average flux in [cosZ =-0.40 -- -0.30, phi_Az =   0 -- 360]
Enu        NuMu       NuMubar    NuE        NuEbar  
6.3096E+00 1.2246E+00 1.0746E+00 4.9606E-01 3.7554E-01
7.0795E+00 8.8255E-01 7.6555E-01 3.4321E-01 2.5938E-01
7.9433E+00 6.3051E-01 5.4438E-01 2.3695E-01 1.7867E-01
8.9125E+00 4.5161E-01 3.8579E-01 1.6313E-01 1.2223E-01
1.0000E+01 3.2445E-01 2.7544E-01 1.1115E-01 8.3638E-02
1.1220E+01 2.3200E-01 1.9496E-01 7.5982E-02 5.6733E-02
1.2589E+01 1.6564E-01 1.3775E-01 5.1443E-02 3.8408E-02
1.4125E+01 1.1850E-01 9.7982E-02 3.4730E-02 2.5955E-02
1.5849E+01 8.4890E-02 6.9374E-02 2.3416E-02 1.7561E-02
1.7783E+01 6.0452E-02 4.9064E-02 1.5731E-02 1.1899E-02
1.9953E+01 4.3186E-02 3.4873E-02 1.0640E-02 8.0456E-03
2.2387E+01 3.0796E-02 2.4571E-02 7.1447E-03 5.3927E-03
2.5119E+01 2.1854E-02 1.7278E-02 4.7823E-03 3.5813E-03
2.8184E+01 1.5537E-02 1.2220E-02 3.1935E-03 2.4264E-03
3.1623E+01 1.1117E-02 8.7238E-03 2.1204E-03 1.6302E-03
3.5481E+01 7.9171E-03 6.1662E-03 1.4126E-03 1.0893E-03
3.9811E+01 5.6372E-03 4.3611E-03 9.4067E-04 7.2790E-04
4.4668E+01 4.0053E-03 3.0806E-03 6.2587E-04 4.8714E-04
5.0119E+01 2.8461E-03 2.1715E-03 4.1611E-04 3.2551E-04
5.6234E+01 2.0220E-03 1.5302E-03 2.7701E-04 2.1673E-04
6.3096E+01 1.4334E-03 1.0773E-03 1.8359E-04 1.4360E-04
7.0795E+01 1.0145E-03 7.5685E-04 1.2090E-04 9.5713E-05
7.9433E+01 7.1759E-04 5.3227E-04 8.0512E-05 6.4016E-05
8.9125E+01 5.0800E-04 3.7382E-04 5.3495E-05 4.2384E-05
1.0000E+02 3.5858E-04 2.6236E-04 3.5509E-05 2.8282E-05
1.1220E+02 2.5299E-04 1.8360E-04 2.3566E-05 1.8825E-05
1.2589E+02 1.7832E-04 1.2838E-04 1.5723E-05 1.2535E-05
1.4125E+02 1.2546E-04 8.9798E-05 1.0450E-05 8.3561E-06
1.5849E+02 8.8085E-05 6.2741E-05 6.9677E-06 5.5813E-06
1.7783E+02 6.1757E-05 4.3664E-05 4.6413E-06 3.7477E-06
1.9953E+02 4.3318E-05 3.0328E-05 3.0934E-06 2.4986E-06
2.2387E+02 3.0347E-05 2.1111E-05 2.0685E-06 1.6631E-06
2.5119E+02 2.1263E-05 1.4698E-05 1.3831E-06 1.1249E-06
2.8184E+02 1.4921E-05 1.0182E-05 9.2509E-07 7.5156E-07
3.1623E+02 1.0446E-05 7.0824E-06 6.1963E-07 5.0468E-07
3.5481E+02 7.2960E-06 4.9083E-06 4.1500E-07 3.3765E-07
3.9811E+02 5.0906E-06 3.4032E-06 2.7906E-07 2.2584E-07
4.4668E+02 3.5492E-06 2.3569E-06 1.8779E-07 1.5180E-07
5.0119E+02 2.4739E-06 1.6308E-06 1.2663E-07 1.0149E-07
5.6234E+02 1.7285E-06 1.1288E-06 8.5374E-08 6.8191E-08
6.3096E+02 1.2020E-06 7.7736E-07 5.7583E-08 4.6099E-08
7.0795E+02 8.3505E-07 5.3597E-07 3.8845E-08 3.0942E-08
7.9433E+02 5.7918E-07 3.6881E-07 2.6069E-08 2.0562E-08
8.9125E+02 4.0122E-07 2.5264E-07 1.7515E-08 1.3781E-08
1.0000E+03 2.7844E-07 1.7463E-07 1.1785E-08 9.2061E-09
1.1220E+03 1.9180E-07 1.1954E-07 7.9526E-09 6.1839E-09
1.2589E+03 1.3212E-07 8.1833E-08 5.3250E-09 4.0967E-09
1.4125E+03 9.0730E-08 5.5767E-08 3.5636E-09 2.7273E-09
1.5849E+03 6.2319E-08 3.7953E-08 2.3849E-09 1.8348E-09
1.7783E+03 4.2680E-08 2.5865E-08 1.5833E-09 1.2319E-09
1.9953E+03 2.9274E-08 1.7632E-08 1.0693E-09 8.1605E-10
2.2387E+03 1.9950E-08 1.1957E-08 7.0922E-10 5.4466E-10
2.5119E+03 1.3606E-08 8.0920E-09 4.7691E-10 3.5838E-10
2.8184E+03 9.2525E-09 5.4431E-09 3.2075E-10 2.3518E-10
3.1623E+03 6.3724E-09 3.7343E-09 2.1104E-10 1.5594E-10
3.5481E+03 4.2153E-09 2.4522E-09 1.4045E-10 1.0211E-10
3.9811E+03 2.8401E-09 1.6429E-09 9.1589E-11 6.7708E-11
4.4668E+03 1.9048E-09 1.0991E-09 6.0103E-11 4.4530E-11
5.0119E+03 1.2757E-09 7.3058E-10 4.0517E-11 2.9207E-11
5.6234E+03 8.5425E-10 4.8593E-10 2.6352E-11 1.9464E-11
6.3096E+03 5.7027E-10 3.2323E-10 1.7326E-11 1.2814E-11
7.0795E+03 3.8040E-10 2.1418E-10 1.1526E-11 8.4004E-12
7.9433E+03 2.5335E-10 1.4160E-10 7.6713E-12 5.4061E-12
8.9125E+03 1.6833E-10 9.3487E-11 5.0085E-12 3.4899E-12
1.0000E+04 1.1156E-10 6.1782E-11 3.2310E-12 2.2495E-12
