average flux in [cosZ =-0.50 -- -0.40, phi_Az =   0 -- 360]
Enu        NuMu       NuMubar    NuE        NuEbar  
1.2589E+01 1.5570E-01 1.2683E-01 4.1443E-02 3.1217E-02
1.4125E+01 1.1175E-01 8.9644E-02 2.7956E-02 2.0969E-02
1.5849E+01 7.9682E-02 6.3385E-02 1.8757E-02 1.4020E-02
1.7783E+01 5.6632E-02 4.5018E-02 1.2497E-02 9.4138E-03
1.9953E+01 4.0346E-02 3.1945E-02 8.3081E-03 6.3068E-03
2.2387E+01 2.8782E-02 2.2643E-02 5.6063E-03 4.2410E-03
2.5119E+01 2.0473E-02 1.6088E-02 3.7273E-03 2.8647E-03
2.8184E+01 1.4618E-02 1.1362E-02 2.4768E-03 1.9028E-03
3.1623E+01 1.0390E-02 7.9693E-03 1.6480E-03 1.2718E-03
3.5481E+01 7.3878E-03 5.6277E-03 1.0953E-03 8.4997E-04
3.9811E+01 5.2494E-03 3.9706E-03 7.2693E-04 5.6747E-04
4.4668E+01 3.7278E-03 2.7986E-03 4.8429E-04 3.7890E-04
5.0119E+01 2.6415E-03 1.9717E-03 3.2191E-04 2.5271E-04
5.6234E+01 1.8721E-03 1.3871E-03 2.1339E-04 1.6827E-04
6.3096E+01 1.3251E-03 9.7490E-04 1.4196E-04 1.1224E-04
7.0795E+01 9.3510E-04 6.8523E-04 9.4195E-05 7.4582E-05
7.9433E+01 6.5947E-04 4.8029E-04 6.2374E-05 4.9779E-05
8.9125E+01 4.6580E-04 3.3613E-04 4.1582E-05 3.3301E-05
1.0000E+02 3.2855E-04 2.3587E-04 2.7665E-05 2.2172E-05
1.1220E+02 2.3096E-04 1.6481E-04 1.8461E-05 1.4840E-05
1.2589E+02 1.6239E-04 1.1526E-04 1.2332E-05 9.9553E-06
1.4125E+02 1.1410E-04 8.0367E-05 8.2100E-06 6.6669E-06
1.5849E+02 8.0086E-05 5.5900E-05 5.5292E-06 4.4638E-06
1.7783E+02 5.6136E-05 3.8920E-05 3.7073E-06 2.9843E-06
1.9953E+02 3.9317E-05 2.7069E-05 2.4691E-06 2.0227E-06
2.2387E+02 2.7489E-05 1.8811E-05 1.6533E-06 1.3567E-06
2.5119E+02 1.9239E-05 1.3029E-05 1.1131E-06 8.9830E-07
2.8184E+02 1.3439E-05 9.0530E-06 7.5198E-07 6.0906E-07
3.1623E+02 9.3971E-06 6.2762E-06 5.0842E-07 4.0950E-07
3.5481E+02 6.5467E-06 4.3371E-06 3.4048E-07 2.7634E-07
3.9811E+02 4.5628E-06 3.0041E-06 2.2895E-07 1.8503E-07
4.4668E+02 3.1761E-06 2.0748E-06 1.5451E-07 1.2326E-07
5.0119E+02 2.2099E-06 1.4317E-06 1.0429E-07 8.2779E-08
5.6234E+02 1.5443E-06 9.9110E-07 7.0829E-08 5.5979E-08
6.3096E+02 1.0698E-06 6.8109E-07 4.7573E-08 3.7581E-08
7.0795E+02 7.4132E-07 4.6854E-07 3.2019E-08 2.5155E-08
7.9433E+02 5.1236E-07 3.2205E-07 2.1542E-08 1.6889E-08
8.9125E+02 3.5405E-07 2.2147E-07 1.4385E-08 1.1339E-08
1.0000E+03 2.4538E-07 1.5218E-07 9.6775E-09 7.5646E-09
1.1220E+03 1.6797E-07 1.0332E-07 6.4554E-09 5.0385E-09
1.2589E+03 1.1510E-07 7.0502E-08 4.3263E-09 3.3626E-09
1.4125E+03 7.8906E-08 4.7981E-08 2.8845E-09 2.2549E-09
1.5849E+03 5.4020E-08 3.2509E-08 1.9319E-09 1.4826E-09
1.7783E+03 3.6854E-08 2.1929E-08 1.2999E-09 9.7170E-10
1.9953E+03 2.5073E-08 1.4933E-08 8.6766E-10 6.6293E-10
2.2387E+03 1.6969E-08 1.0076E-08 5.8058E-10 4.3479E-10
2.5119E+03 1.1525E-08 6.7636E-09 3.8469E-10 2.8888E-10
2.8184E+03 7.7822E-09 4.5440E-09 2.5421E-10 1.8872E-10
3.1623E+03 5.3684E-09 3.1206E-09 1.6787E-10 1.2462E-10
3.5481E+03 3.5220E-09 2.0389E-09 1.1234E-10 8.3160E-11
3.9811E+03 2.3651E-09 1.3659E-09 7.4550E-11 5.4705E-11
4.4668E+03 1.5839E-09 9.0750E-10 4.8420E-11 3.6256E-11
5.0119E+03 1.0563E-09 5.9940E-10 3.2259E-11 2.3935E-11
5.6234E+03 7.0192E-10 3.9830E-10 2.1208E-11 1.5347E-11
6.3096E+03 4.6797E-10 2.6474E-10 1.4068E-11 1.0096E-11
7.0795E+03 3.1076E-10 1.7436E-10 9.3323E-12 6.7362E-12
7.9433E+03 2.0680E-10 1.1499E-10 6.1577E-12 4.4130E-12
8.9125E+03 1.3727E-10 7.5437E-11 4.0599E-12 2.8271E-12
1.0000E+04 9.0243E-11 4.9517E-11 2.5783E-12 1.8022E-12
