average flux in [cosZ = 0.90 --  1.00, phi_Az =   0 -- 360]
Enu        NuMu       NuMubar    NuE        NuEbar  
3.1623E+01 8.3724E-03 6.0304E-03 7.5879E-04 6.0319E-04
3.5481E+01 5.9116E-03 4.2394E-03 5.0794E-04 4.0490E-04
3.9811E+01 4.1719E-03 2.9796E-03 3.4022E-04 2.7151E-04
4.4668E+01 2.9445E-03 2.0900E-03 2.2742E-04 1.8127E-04
5.0119E+01 2.0735E-03 1.4638E-03 1.5272E-04 1.2197E-04
5.6234E+01 1.4571E-03 1.0260E-03 1.0281E-04 8.2379E-05
6.3096E+01 1.0241E-03 7.1792E-04 6.8802E-05 5.5599E-05
7.0795E+01 7.1933E-04 5.0055E-04 4.6548E-05 3.7517E-05
7.9433E+01 5.0415E-04 3.4845E-04 3.1316E-05 2.5423E-05
8.9125E+01 3.5308E-04 2.4305E-04 2.0965E-05 1.7164E-05
1.0000E+02 2.4796E-04 1.6950E-04 1.4225E-05 1.1623E-05
1.1220E+02 1.7348E-04 1.1784E-04 9.6159E-06 7.8400E-06
1.2589E+02 1.2140E-04 8.1861E-05 6.5107E-06 5.2927E-06
1.4125E+02 8.4806E-05 5.6787E-05 4.3997E-06 3.5790E-06
1.5849E+02 5.9153E-05 3.9400E-05 3.0076E-06 2.4237E-06
1.7783E+02 4.1243E-05 2.7318E-05 2.0342E-06 1.6397E-06
1.9953E+02 2.8720E-05 1.8909E-05 1.3767E-06 1.1031E-06
2.2387E+02 2.0023E-05 1.3026E-05 9.3905E-07 7.4826E-07
2.5119E+02 1.3927E-05 9.0108E-06 6.2632E-07 5.0798E-07
2.8184E+02 9.6518E-06 6.2271E-06 4.1727E-07 3.4736E-07
3.1623E+02 6.7327E-06 4.3024E-06 2.8783E-07 2.3018E-07
3.5481E+02 4.6440E-06 2.9527E-06 1.9334E-07 1.5372E-07
3.9811E+02 3.2125E-06 2.0322E-06 1.3139E-07 1.0376E-07
4.4668E+02 2.2232E-06 1.3915E-06 8.8223E-08 6.9941E-08
5.0119E+02 1.5299E-06 9.5506E-07 5.9318E-08 4.7101E-08
5.6234E+02 1.0601E-06 6.5674E-07 4.0396E-08 3.1276E-08
6.3096E+02 7.2381E-07 4.4553E-07 2.7171E-08 2.0902E-08
7.0795E+02 4.9532E-07 3.0423E-07 1.8125E-08 1.3982E-08
7.9433E+02 3.3852E-07 2.0675E-07 1.2057E-08 9.3437E-09
8.9125E+02 2.3112E-07 1.4033E-07 8.1518E-09 6.2379E-09
1.0000E+03 1.5894E-07 9.5749E-08 5.4467E-09 4.1888E-09
1.1220E+03 1.0687E-07 6.4124E-08 3.5940E-09 2.7546E-09
1.2589E+03 7.2313E-08 4.3226E-08 2.4009E-09 1.7997E-09
1.4125E+03 4.8745E-08 2.9033E-08 1.6172E-09 1.2007E-09
1.5849E+03 3.2891E-08 1.9458E-08 1.0698E-09 8.0125E-10
1.7783E+03 2.2145E-08 1.2961E-08 7.0576E-10 5.3714E-10
1.9953E+03 1.4836E-08 8.7160E-09 4.5892E-10 3.5135E-10
2.2387E+03 9.9381E-09 5.8220E-09 3.0585E-10 2.3291E-10
2.5119E+03 6.6281E-09 3.8811E-09 2.0771E-10 1.5175E-10
2.8184E+03 4.4026E-09 2.5674E-09 1.3798E-10 1.0026E-10
3.1623E+03 3.0279E-09 1.7469E-09 8.8952E-11 6.5015E-11
3.5481E+03 1.9473E-09 1.1202E-09 5.9058E-11 4.2985E-11
3.9811E+03 1.2902E-09 7.4085E-10 3.8772E-11 2.8220E-11
4.4668E+03 8.5783E-10 4.8999E-10 2.5434E-11 1.8268E-11
5.0119E+03 5.6693E-10 3.2182E-10 1.6703E-11 1.2105E-11
5.6234E+03 3.7419E-10 2.1094E-10 1.1145E-11 7.6138E-12
6.3096E+03 2.4678E-10 1.3886E-10 7.0933E-12 5.1077E-12
7.0795E+03 1.6274E-10 9.0513E-11 4.6564E-12 3.2669E-12
7.9433E+03 1.0716E-10 5.9211E-11 3.1093E-12 2.1109E-12
8.9125E+03 6.9864E-11 3.8875E-11 1.9829E-12 1.4283E-12
1.0000E+04 4.5948E-11 2.5223E-11 1.2619E-12 9.5950E-13
