average flux in [cosZ =-0.90 -- -0.80, phi_Az =   0 -- 360]
Enu        NuMu       NuMubar    NuE        NuEbar  
2.2387E+02 2.0943E-05 1.3733E-05 1.0011E-06 8.0202E-07
2.5119E+02 1.4556E-05 9.5070E-06 6.7969E-07 5.4681E-07
2.8184E+02 1.0115E-05 6.5464E-06 4.5984E-07 3.6929E-07
3.1623E+02 7.0653E-06 4.5438E-06 3.0985E-07 2.4900E-07
3.5481E+02 4.8781E-06 3.1238E-06 2.0989E-07 1.6665E-07
3.9811E+02 3.3770E-06 2.1459E-06 1.4242E-07 1.1189E-07
4.4668E+02 2.3359E-06 1.4744E-06 9.5383E-08 7.6103E-08
5.0119E+02 1.6137E-06 1.0139E-06 6.4440E-08 5.1158E-08
5.6234E+02 1.1204E-06 6.9945E-07 4.3511E-08 3.4082E-08
6.3096E+02 7.6666E-07 4.7468E-07 2.9293E-08 2.2969E-08
7.0795E+02 5.2627E-07 3.2404E-07 1.9888E-08 1.5297E-08
7.9433E+02 3.6010E-07 2.2048E-07 1.3272E-08 1.0100E-08
8.9125E+02 2.4603E-07 1.4965E-07 8.7751E-09 6.7792E-09
1.0000E+03 1.6944E-07 1.0239E-07 5.9112E-09 4.4949E-09
1.1220E+03 1.1414E-07 6.8530E-08 3.9536E-09 3.0033E-09
1.2589E+03 7.7318E-08 4.6273E-08 2.5942E-09 1.9774E-09
1.4125E+03 5.2296E-08 3.1195E-08 1.7211E-09 1.2736E-09
1.5849E+03 3.5433E-08 2.0992E-08 1.1440E-09 8.6188E-10
1.7783E+03 2.3853E-08 1.4019E-08 7.6097E-10 5.8096E-10
1.9953E+03 1.6016E-08 9.4107E-09 5.0819E-10 3.8008E-10
2.2387E+03 1.0734E-08 6.3043E-09 3.4073E-10 2.4637E-10
2.5119E+03 7.1773E-09 4.2045E-09 2.2429E-10 1.6567E-10
2.8184E+03 4.7862E-09 2.7862E-09 1.4880E-10 1.1053E-10
3.1623E+03 3.2877E-09 1.8982E-09 9.5768E-11 7.1372E-11
3.5481E+03 2.1217E-09 1.2222E-09 6.3377E-11 4.7004E-11
3.9811E+03 1.4101E-09 8.0879E-10 4.2529E-11 3.0389E-11
4.4668E+03 9.3392E-10 5.3419E-10 2.8489E-11 1.9677E-11
5.0119E+03 6.1697E-10 3.5270E-10 1.8618E-11 1.3176E-11
5.6234E+03 4.0698E-10 2.3193E-10 1.1787E-11 8.4685E-12
6.3096E+03 2.6924E-10 1.5145E-10 7.7293E-12 5.4981E-12
7.0795E+03 1.7791E-10 9.9205E-11 5.1222E-12 3.5100E-12
7.9433E+03 1.1724E-10 6.4867E-11 3.3883E-12 2.2991E-12
8.9125E+03 7.7220E-11 4.2634E-11 2.1829E-12 1.5035E-12
1.0000E+04 5.0737E-11 2.7718E-11 1.3853E-12 9.6379E-13
