average flux in [cosZ =-0.60 -- -0.50, phi_Az =   0 -- 360]
Enu        NuMu       NuMubar    NuE        NuEbar  
2.5119E+01 1.9357E-02 1.4740E-02 2.9946E-03 2.3269E-03
2.8184E+01 1.3804E-02 1.0400E-02 2.0090E-03 1.5729E-03
3.1623E+01 9.8308E-03 7.3982E-03 1.3410E-03 1.0410E-03
3.5481E+01 6.9790E-03 5.2238E-03 8.9092E-04 6.9526E-04
3.9811E+01 4.9489E-03 3.6797E-03 5.9296E-04 4.6359E-04
4.4668E+01 3.5056E-03 2.5917E-03 3.9360E-04 3.0980E-04
5.0119E+01 2.4824E-03 1.8269E-03 2.6165E-04 2.0755E-04
5.6234E+01 1.7546E-03 1.2832E-03 1.7433E-04 1.3831E-04
6.3096E+01 1.2385E-03 9.0123E-04 1.1578E-04 9.2120E-05
7.0795E+01 8.7372E-04 6.3236E-04 7.7043E-05 6.1676E-05
7.9433E+01 6.1632E-04 4.4221E-04 5.1555E-05 4.1049E-05
8.9125E+01 4.3398E-04 3.0947E-04 3.4518E-05 2.7383E-05
1.0000E+02 3.0525E-04 2.1657E-04 2.3010E-05 1.8489E-05
1.1220E+02 2.1441E-04 1.5112E-04 1.5411E-05 1.2399E-05
1.2589E+02 1.5052E-04 1.0543E-04 1.0297E-05 8.3552E-06
1.4125E+02 1.0564E-04 7.3235E-05 6.8630E-06 5.6222E-06
1.5849E+02 7.3947E-05 5.0972E-05 4.6361E-06 3.7620E-06
1.7783E+02 5.1716E-05 3.5435E-05 3.1356E-06 2.5183E-06
1.9953E+02 3.6173E-05 2.4615E-05 2.0953E-06 1.6914E-06
2.2387E+02 2.5311E-05 1.7060E-05 1.4036E-06 1.1445E-06
2.5119E+02 1.7691E-05 1.1822E-05 9.5992E-07 7.7076E-07
2.8184E+02 1.2351E-05 8.2165E-06 6.4729E-07 5.2164E-07
3.1623E+02 8.6132E-06 5.6898E-06 4.3178E-07 3.5076E-07
3.5481E+02 5.9934E-06 3.9243E-06 2.9286E-07 2.3593E-07
3.9811E+02 4.1707E-06 2.7125E-06 1.9850E-07 1.5881E-07
4.4668E+02 2.8978E-06 1.8726E-06 1.3362E-07 1.0676E-07
5.0119E+02 2.0100E-06 1.2892E-06 8.9779E-08 7.1471E-08
5.6234E+02 1.4027E-06 8.9037E-07 6.0920E-08 4.8084E-08
6.3096E+02 9.6787E-07 6.1000E-07 4.1160E-08 3.2377E-08
7.0795E+02 6.6771E-07 4.1940E-07 2.7447E-08 2.1579E-08
7.9433E+02 4.6136E-07 2.8726E-07 1.8434E-08 1.4331E-08
8.9125E+02 3.1860E-07 1.9614E-07 1.2362E-08 9.6445E-09
1.0000E+03 2.1999E-07 1.3527E-07 8.3203E-09 6.4105E-09
1.1220E+03 1.4995E-07 9.1583E-08 5.5648E-09 4.2633E-09
1.2589E+03 1.0257E-07 6.2393E-08 3.7431E-09 2.8518E-09
1.4125E+03 6.9966E-08 4.2336E-08 2.5481E-09 1.9028E-09
1.5849E+03 4.7602E-08 2.8611E-08 1.6924E-09 1.2603E-09
1.7783E+03 3.2463E-08 1.9339E-08 1.1044E-09 8.2707E-10
1.9953E+03 2.1977E-08 1.3072E-08 7.4351E-10 5.5360E-10
2.2387E+03 1.4883E-08 8.7748E-09 4.9491E-10 3.6565E-10
2.5119E+03 1.0031E-08 5.8798E-09 3.2179E-10 2.4230E-10
2.8184E+03 6.7396E-09 3.9406E-09 2.1553E-10 1.6055E-10
3.1623E+03 4.6446E-09 2.6934E-09 1.4469E-10 1.0468E-10
3.5481E+03 3.0249E-09 1.7494E-09 9.5844E-11 6.8904E-11
3.9811E+03 2.0207E-09 1.1635E-09 6.1976E-11 4.6168E-11
4.4668E+03 1.3481E-09 7.7314E-10 4.1393E-11 3.0471E-11
5.0119E+03 8.9771E-10 5.0966E-10 2.7077E-11 1.9363E-11
5.6234E+03 5.9696E-10 3.3795E-10 1.7863E-11 1.2627E-11
6.3096E+03 3.9602E-10 2.2370E-10 1.1794E-11 8.5979E-12
7.0795E+03 2.6199E-10 1.4729E-10 7.7077E-12 5.5177E-12
7.9433E+03 1.7362E-10 9.6861E-11 5.0957E-12 3.5880E-12
8.9125E+03 1.1466E-10 6.3174E-11 3.3659E-12 2.3512E-12
1.0000E+04 7.5545E-11 4.1211E-11 2.1935E-12 1.4981E-12
