average flux in [cosZ = 0.40 --  0.50, phi_Az =   0 -- 360]
Enu        NuMu       NuMubar    NuE        NuEbar  
1.0000E+01 3.0640E-01 2.5267E-01 9.1106E-02 6.8019E-02
1.1220E+01 2.1875E-01 1.7899E-01 6.1731E-02 4.6027E-02
1.2589E+01 1.5607E-01 1.2678E-01 4.1451E-02 3.1230E-02
1.4125E+01 1.1139E-01 8.9770E-02 2.7801E-02 2.1005E-02
1.5849E+01 7.9506E-02 6.3513E-02 1.8642E-02 1.4110E-02
1.7783E+01 5.6848E-02 4.4915E-02 1.2470E-02 9.4470E-03
1.9953E+01 4.0458E-02 3.1739E-02 8.3417E-03 6.3282E-03
2.2387E+01 2.8706E-02 2.2526E-02 5.6045E-03 4.2330E-03
2.5119E+01 2.0451E-02 1.6004E-02 3.7254E-03 2.8529E-03
2.8184E+01 1.4609E-02 1.1297E-02 2.4595E-03 1.9382E-03
3.1623E+01 1.0413E-02 7.9742E-03 1.6453E-03 1.2734E-03
3.5481E+01 7.4038E-03 5.6276E-03 1.0968E-03 8.5032E-04
3.9811E+01 5.2602E-03 3.9756E-03 7.2912E-04 5.6661E-04
4.4668E+01 3.7306E-03 2.8074E-03 4.8200E-04 3.7868E-04
5.0119E+01 2.6462E-03 1.9766E-03 3.2019E-04 2.5316E-04
5.6234E+01 1.8738E-03 1.3912E-03 2.1350E-04 1.6860E-04
6.3096E+01 1.3253E-03 9.7875E-04 1.4162E-04 1.1249E-04
7.0795E+01 9.3608E-04 6.8676E-04 9.4241E-05 7.5068E-05
7.9433E+01 6.6087E-04 4.8237E-04 6.2898E-05 4.9997E-05
8.9125E+01 4.6675E-04 3.3798E-04 4.1892E-05 3.3453E-05
1.0000E+02 3.2875E-04 2.3648E-04 2.7796E-05 2.2347E-05
1.1220E+02 2.3154E-04 1.6521E-04 1.8502E-05 1.4894E-05
1.2589E+02 1.6269E-04 1.1531E-04 1.2330E-05 9.9628E-06
1.4125E+02 1.1424E-04 8.0399E-05 8.2556E-06 6.6594E-06
1.5849E+02 8.0193E-05 5.6037E-05 5.5302E-06 4.4417E-06
1.7783E+02 5.6179E-05 3.9030E-05 3.6906E-06 2.9693E-06
1.9953E+02 3.9336E-05 2.7114E-05 2.4739E-06 2.0108E-06
2.2387E+02 2.7506E-05 1.8823E-05 1.6633E-06 1.3580E-06
2.5119E+02 1.9219E-05 1.3076E-05 1.1108E-06 9.0628E-07
2.8184E+02 1.3440E-05 9.0681E-06 7.4539E-07 6.1493E-07
3.1623E+02 9.4111E-06 6.2967E-06 5.0621E-07 4.1101E-07
3.5481E+02 6.5629E-06 4.3562E-06 3.4228E-07 2.7599E-07
3.9811E+02 4.5779E-06 3.0145E-06 2.3071E-07 1.8533E-07
4.4668E+02 3.1858E-06 2.0819E-06 1.5513E-07 1.2462E-07
5.0119E+02 2.2134E-06 1.4371E-06 1.0435E-07 8.4349E-08
5.6234E+02 1.5431E-06 9.9528E-07 7.0790E-08 5.6550E-08
6.3096E+02 1.0687E-06 6.8286E-07 4.7878E-08 3.7885E-08
7.0795E+02 7.4106E-07 4.6993E-07 3.2143E-08 2.5271E-08
7.9433E+02 5.1165E-07 3.2289E-07 2.1658E-08 1.6923E-08
8.9125E+02 3.5334E-07 2.2134E-07 1.4727E-08 1.1391E-08
1.0000E+03 2.4568E-07 1.5226E-07 9.7661E-09 7.5910E-09
1.1220E+03 1.6871E-07 1.0362E-07 6.5603E-09 5.0944E-09
1.2589E+03 1.1590E-07 7.0690E-08 4.3859E-09 3.4085E-09
1.4125E+03 7.9127E-08 4.8078E-08 2.9690E-09 2.2723E-09
1.5849E+03 5.4170E-08 3.2644E-08 1.9748E-09 1.5113E-09
1.7783E+03 3.7043E-08 2.2128E-08 1.2982E-09 9.9544E-10
1.9953E+03 2.5071E-08 1.4996E-08 8.8350E-10 6.5196E-10
2.2387E+03 1.7022E-08 1.0089E-08 5.8391E-10 4.3666E-10
2.5119E+03 1.1535E-08 6.8106E-09 3.8583E-10 2.9056E-10
2.8184E+03 7.8095E-09 4.5758E-09 2.5732E-10 1.8831E-10
3.1623E+03 5.3854E-09 3.1388E-09 1.7115E-10 1.2642E-10
3.5481E+03 3.5239E-09 2.0451E-09 1.1367E-10 8.3279E-11
3.9811E+03 2.3609E-09 1.3626E-09 7.5323E-11 5.4390E-11
4.4668E+03 1.5772E-09 9.0958E-10 4.8952E-11 3.5960E-11
5.0119E+03 1.0522E-09 6.0463E-10 3.1870E-11 2.3670E-11
5.6234E+03 7.0417E-10 3.9868E-10 2.1184E-11 1.5341E-11
6.3096E+03 4.6947E-10 2.6452E-10 1.4328E-11 1.0083E-11
7.0795E+03 3.1133E-10 1.7567E-10 9.3158E-12 6.6304E-12
7.9433E+03 2.0643E-10 1.1597E-10 6.0487E-12 4.3635E-12
8.9125E+03 1.3673E-10 7.6072E-11 4.0197E-12 2.8297E-12
1.0000E+04 9.0623E-11 4.9748E-11 2.6356E-12 1.8132E-12
