average flux in [cosZ = 0.00 --  0.10, phi_Az =   0 -- 360]
Enu        NuMu       NuMubar    NuE        NuEbar  
3.5481E+00 7.4122E+00 7.0329E+00 4.3428E+00 3.3147E+00
3.9811E+00 5.4213E+00 5.1486E+00 3.1793E+00 2.4129E+00
4.4668E+00 3.9860E+00 3.7847E+00 2.2969E+00 1.7573E+00
5.0119E+00 2.9263E+00 2.7816E+00 1.6751E+00 1.2674E+00
5.6234E+00 2.1264E+00 2.0111E+00 1.2229E+00 9.0782E-01
6.3096E+00 1.5384E+00 1.4514E+00 8.8328E-01 6.4416E-01
7.0795E+00 1.1126E+00 1.0519E+00 6.3030E-01 4.6215E-01
7.9433E+00 8.1006E-01 7.6228E-01 4.4787E-01 3.3690E-01
8.9125E+00 5.8239E-01 5.5226E-01 3.2127E-01 2.4300E-01
1.0000E+01 4.2285E-01 3.9629E-01 2.2992E-01 1.7252E-01
1.1220E+01 3.0436E-01 2.8490E-01 1.6361E-01 1.2291E-01
1.2589E+01 2.1866E-01 2.0577E-01 1.1566E-01 8.7308E-02
1.4125E+01 1.5784E-01 1.4716E-01 8.1703E-02 6.1386E-02
1.5849E+01 1.1343E-01 1.0505E-01 5.7378E-02 4.2758E-02
1.7783E+01 8.1461E-02 7.5466E-02 3.9992E-02 2.9702E-02
1.9953E+01 5.8671E-02 5.4219E-02 2.8066E-02 2.0860E-02
2.2387E+01 4.2212E-02 3.8954E-02 1.9772E-02 1.4617E-02
2.5119E+01 3.0247E-02 2.7640E-02 1.3591E-02 1.0254E-02
2.8184E+01 2.1652E-02 1.9612E-02 9.3581E-03 7.2258E-03
3.1623E+01 1.5720E-02 1.4197E-02 6.6636E-03 5.0619E-03
3.5481E+01 1.1258E-02 1.0096E-02 4.5987E-03 3.4998E-03
3.9811E+01 8.0647E-03 7.1685E-03 3.1630E-03 2.4146E-03
4.4668E+01 5.7716E-03 5.0852E-03 2.1665E-03 1.6584E-03
5.0119E+01 4.1231E-03 3.6060E-03 1.4806E-03 1.1364E-03
5.6234E+01 2.9457E-03 2.5540E-03 1.0073E-03 7.7667E-04
6.3096E+01 2.1028E-03 1.8074E-03 6.8664E-04 5.2840E-04
7.0795E+01 1.5000E-03 1.2769E-03 4.6591E-04 3.5896E-04
7.9433E+01 1.0700E-03 9.0215E-04 3.1434E-04 2.4300E-04
8.9125E+01 7.6105E-04 6.3698E-04 2.1220E-04 1.6364E-04
1.0000E+02 5.4203E-04 4.4850E-04 1.4240E-04 1.1055E-04
1.1220E+02 3.8567E-04 3.1610E-04 9.5338E-05 7.4286E-05
1.2589E+02 2.7386E-04 2.2238E-04 6.3767E-05 4.9740E-05
1.4125E+02 1.9403E-04 1.5616E-04 4.2582E-05 3.3251E-05
1.5849E+02 1.3741E-04 1.0959E-04 2.8329E-05 2.2136E-05
1.7783E+02 9.7224E-05 7.6856E-05 1.8780E-05 1.4722E-05
1.9953E+02 6.8657E-05 5.3806E-05 1.2420E-05 9.7788E-06
2.2387E+02 4.8544E-05 3.7609E-05 8.2106E-06 6.4500E-06
2.5119E+02 3.4251E-05 2.6249E-05 5.4236E-06 4.2589E-06
2.8184E+02 2.4080E-05 1.8314E-05 3.5755E-06 2.8290E-06
3.1623E+02 1.6984E-05 1.2772E-05 2.3592E-06 1.8619E-06
3.5481E+02 1.1945E-05 8.8927E-06 1.5498E-06 1.2274E-06
3.9811E+02 8.3824E-06 6.1840E-06 1.0182E-06 8.0487E-07
4.4668E+02 5.8821E-06 4.2929E-06 6.6787E-07 5.2746E-07
5.0119E+02 4.1309E-06 2.9806E-06 4.3830E-07 3.4745E-07
5.6234E+02 2.8890E-06 2.0659E-06 2.8772E-07 2.2826E-07
6.3096E+02 2.0187E-06 1.4302E-06 1.8886E-07 1.4989E-07
7.0795E+02 1.4110E-06 9.8964E-07 1.2390E-07 9.8181E-08
7.9433E+02 9.8650E-07 6.8489E-07 8.1417E-08 6.4531E-08
8.9125E+02 6.8830E-07 4.7342E-07 5.3452E-08 4.2491E-08
1.0000E+03 4.8013E-07 3.2685E-07 3.5188E-08 2.8069E-08
1.1220E+03 3.3457E-07 2.2500E-07 2.3252E-08 1.8402E-08
1.2589E+03 2.3296E-07 1.5514E-07 1.5356E-08 1.2103E-08
1.4125E+03 1.6219E-07 1.0705E-07 1.0139E-08 8.0024E-09
1.5849E+03 1.1267E-07 7.3685E-08 6.7175E-09 5.2490E-09
1.7783E+03 7.8217E-08 5.0653E-08 4.4424E-09 3.4772E-09
1.9953E+03 5.4443E-08 3.4930E-08 2.9378E-09 2.3100E-09
2.2387E+03 3.7743E-08 2.3963E-08 1.9396E-09 1.5305E-09
2.5119E+03 2.6143E-08 1.6432E-08 1.2847E-09 1.0109E-09
2.8184E+03 1.8056E-08 1.1271E-08 8.5128E-10 6.6426E-10
3.1623E+03 1.2520E-08 7.7312E-09 5.6981E-10 4.3939E-10
3.5481E+03 8.5710E-09 5.2421E-09 3.7831E-10 2.8787E-10
3.9811E+03 5.8893E-09 3.5727E-09 2.4980E-10 1.9221E-10
4.4668E+03 4.0490E-09 2.4340E-09 1.6512E-10 1.2716E-10
5.0119E+03 2.7714E-09 1.6525E-09 1.0928E-10 8.3572E-11
5.6234E+03 1.8888E-09 1.1190E-09 7.2427E-11 5.5236E-11
6.3096E+03 1.2897E-09 7.5605E-10 4.8227E-11 3.5903E-11
7.0795E+03 8.7780E-10 5.1022E-10 3.1988E-11 2.3493E-11
7.9433E+03 5.9498E-10 3.4367E-10 2.1219E-11 1.5407E-11
8.9125E+03 4.0336E-10 2.2969E-10 1.4067E-11 1.0173E-11
1.0000E+04 2.7314E-10 1.5342E-10 9.1860E-12 6.6512E-12
