average flux in [cosZ =-1.00 -- -0.90, phi_Az =   0 -- 360]
Enu        NuMu       NuMubar    NuE        NuEbar  
8.9125E+01 3.5314E-04 2.4258E-04 2.1235E-05 1.6912E-05
1.0000E+02 2.4759E-04 1.6901E-04 1.4255E-05 1.1570E-05
1.1220E+02 1.7310E-04 1.1742E-04 9.6301E-06 7.8491E-06
1.2589E+02 1.2116E-04 8.1597E-05 6.5184E-06 5.3090E-06
1.4125E+02 8.4649E-05 5.6703E-05 4.4293E-06 3.6043E-06
1.5849E+02 5.9064E-05 3.9295E-05 2.9888E-06 2.4327E-06
1.7783E+02 4.1196E-05 2.7211E-05 2.0262E-06 1.6470E-06
1.9953E+02 2.8746E-05 1.8866E-05 1.3772E-06 1.1121E-06
2.2387E+02 2.0038E-05 1.3089E-05 9.2384E-07 7.4227E-07
2.5119E+02 1.3907E-05 9.0299E-06 6.2889E-07 5.0411E-07
2.8184E+02 9.6626E-06 6.2023E-06 4.2479E-07 3.4436E-07
3.1623E+02 6.7152E-06 4.2910E-06 2.8826E-07 2.3006E-07
3.5481E+02 4.6283E-06 2.9417E-06 1.9525E-07 1.5380E-07
3.9811E+02 3.2029E-06 2.0213E-06 1.3160E-07 1.0371E-07
4.4668E+02 2.2163E-06 1.3873E-06 8.8607E-08 6.9096E-08
5.0119E+02 1.5282E-06 9.5183E-07 6.0008E-08 4.6236E-08
5.6234E+02 1.0583E-06 6.5592E-07 4.0176E-08 3.1390E-08
6.3096E+02 7.2226E-07 4.4527E-07 2.7028E-08 2.0961E-08
7.0795E+02 4.9419E-07 3.0379E-07 1.8271E-08 1.3944E-08
7.9433E+02 3.3733E-07 2.0616E-07 1.2197E-08 9.3612E-09
8.9125E+02 2.2987E-07 1.3979E-07 8.1261E-09 6.2311E-09
1.0000E+03 1.5844E-07 9.5716E-08 5.4340E-09 4.0965E-09
1.1220E+03 1.0645E-07 6.4054E-08 3.6055E-09 2.7259E-09
1.2589E+03 7.2108E-08 4.3160E-08 2.4171E-09 1.7959E-09
1.4125E+03 4.8585E-08 2.8903E-08 1.5984E-09 1.1844E-09
1.5849E+03 3.2597E-08 1.9319E-08 1.0666E-09 7.9729E-10
1.7783E+03 2.1975E-08 1.2932E-08 7.0906E-10 5.2900E-10
1.9953E+03 1.4835E-08 8.6753E-09 4.6991E-10 3.4247E-10
2.2387E+03 9.9303E-09 5.7965E-09 3.0980E-10 2.2538E-10
2.5119E+03 6.6162E-09 3.8570E-09 2.0442E-10 1.5129E-10
2.8184E+03 4.4078E-09 2.5536E-09 1.3656E-10 9.8931E-11
3.1623E+03 3.0197E-09 1.7413E-09 8.9088E-11 6.5321E-11
3.5481E+03 1.9519E-09 1.1185E-09 5.8683E-11 4.3569E-11
3.9811E+03 1.2903E-09 7.3668E-10 3.8758E-11 2.8488E-11
4.4668E+03 8.5080E-10 4.8496E-10 2.5361E-11 1.8200E-11
5.0119E+03 5.6338E-10 3.1995E-10 1.6713E-11 1.1949E-11
5.6234E+03 3.7208E-10 2.1012E-10 1.0936E-11 7.9585E-12
6.3096E+03 2.4522E-10 1.3795E-10 7.0180E-12 4.9564E-12
7.0795E+03 1.6122E-10 9.0178E-11 4.5370E-12 3.2899E-12
7.9433E+03 1.0618E-10 5.9294E-11 2.9735E-12 2.1717E-12
8.9125E+03 6.9880E-11 3.8647E-11 1.9281E-12 1.3537E-12
1.0000E+04 4.5731E-11 2.5145E-11 1.2976E-12 8.6446E-13
