average flux in [cosZ =-0.70 -- -0.60, phi_Az =   0 -- 360]
Enu        NuMu       NuMubar    NuE        NuEbar  
1.9953E+00 2.5203E+01 2.2637E+01 1.0856E+01 8.6278E+00
2.2387E+00 1.8644E+01 1.6608E+01 7.8347E+00 6.1777E+00
2.5119E+00 1.3752E+01 1.2118E+01 5.6286E+00 4.3850E+00
2.8184E+00 1.0104E+01 8.7917E+00 4.0102E+00 3.0939E+00
3.1623E+00 7.3693E+00 6.3962E+00 2.8240E+00 2.1830E+00
3.5481E+00 5.3833E+00 4.6207E+00 1.9816E+00 1.5242E+00
3.9811E+00 3.9182E+00 3.3244E+00 1.3799E+00 1.0593E+00
4.4668E+00 2.8398E+00 2.3855E+00 9.5955E-01 7.3104E-01
5.0119E+00 2.0570E+00 1.7057E+00 6.6298E-01 5.0174E-01
5.6234E+00 1.4822E+00 1.2214E+00 4.5404E-01 3.4422E-01
6.3096E+00 1.0658E+00 8.7148E-01 3.1043E-01 2.3629E-01
7.0795E+00 7.6549E-01 6.2083E-01 2.1179E-01 1.6037E-01
7.9433E+00 5.4814E-01 4.4287E-01 1.4375E-01 1.0809E-01
8.9125E+00 3.9392E-01 3.1353E-01 9.7107E-02 7.3304E-02
1.0000E+01 2.8047E-01 2.2154E-01 6.5273E-02 4.9154E-02
1.1220E+01 1.9954E-01 1.5710E-01 4.3724E-02 3.2907E-02
1.2589E+01 1.4231E-01 1.1109E-01 2.9044E-02 2.2067E-02
1.4125E+01 1.0155E-01 7.8575E-02 1.9504E-02 1.4732E-02
1.5849E+01 7.2476E-02 5.5627E-02 1.3099E-02 9.8881E-03
1.7783E+01 5.1604E-02 3.9371E-02 8.6709E-03 6.6198E-03
1.9953E+01 3.6737E-02 2.7853E-02 5.7073E-03 4.4473E-03
2.2387E+01 2.6163E-02 1.9718E-02 3.8074E-03 2.9585E-03
2.5119E+01 1.8661E-02 1.3949E-02 2.5179E-03 1.9768E-03
2.8184E+01 1.3222E-02 9.8326E-03 1.6763E-03 1.3325E-03
3.1623E+01 9.3750E-03 6.9580E-03 1.1276E-03 8.8239E-04
3.5481E+01 6.6432E-03 4.9065E-03 7.5096E-04 5.8826E-04
3.9811E+01 4.7060E-03 3.4582E-03 4.9959E-04 3.9262E-04
4.4668E+01 3.3299E-03 2.4335E-03 3.3155E-04 2.6337E-04
5.0119E+01 2.3548E-03 1.7086E-03 2.2120E-04 1.7696E-04
5.6234E+01 1.6628E-03 1.2000E-03 1.4759E-04 1.1822E-04
6.3096E+01 1.1728E-03 8.4201E-04 9.8179E-05 7.8639E-05
7.0795E+01 8.2710E-04 5.8997E-04 6.5454E-05 5.2521E-05
7.9433E+01 5.8340E-04 4.1263E-04 4.3897E-05 3.5241E-05
8.9125E+01 4.0963E-04 2.8817E-04 2.9298E-05 2.3640E-05
1.0000E+02 2.8690E-04 2.0091E-04 1.9687E-05 1.5916E-05
1.1220E+02 2.0120E-04 1.4010E-04 1.3243E-05 1.0671E-05
1.2589E+02 1.4093E-04 9.7638E-05 8.8905E-06 7.1834E-06
1.4125E+02 9.8651E-05 6.7925E-05 5.9819E-06 4.8281E-06
1.5849E+02 6.9105E-05 4.7190E-05 4.0394E-06 3.2531E-06
1.7783E+02 4.8372E-05 3.2767E-05 2.7057E-06 2.1883E-06
1.9953E+02 3.3850E-05 2.2714E-05 1.8238E-06 1.4750E-06
2.2387E+02 2.3652E-05 1.5725E-05 1.2409E-06 9.9493E-07
2.5119E+02 1.6490E-05 1.0895E-05 8.3983E-07 6.7121E-07
2.8184E+02 1.1499E-05 7.5407E-06 5.6168E-07 4.5453E-07
3.1623E+02 8.0065E-06 5.2248E-06 3.7941E-07 3.0677E-07
3.5481E+02 5.5521E-06 3.6017E-06 2.5844E-07 2.0602E-07
3.9811E+02 3.8513E-06 2.4862E-06 1.7476E-07 1.3932E-07
4.4668E+02 2.6745E-06 1.7130E-06 1.1797E-07 9.3388E-08
5.0119E+02 1.8549E-06 1.1799E-06 7.8780E-08 6.2793E-08
5.6234E+02 1.2931E-06 8.1528E-07 5.3185E-08 4.2203E-08
6.3096E+02 8.8916E-07 5.5569E-07 3.6000E-08 2.8194E-08
7.0795E+02 6.1193E-07 3.7990E-07 2.4336E-08 1.8948E-08
7.9433E+02 4.2056E-07 2.5988E-07 1.6387E-08 1.2729E-08
8.9125E+02 2.8926E-07 1.7776E-07 1.0908E-08 8.3478E-09
1.0000E+03 1.9995E-07 1.2208E-07 7.3121E-09 5.6100E-09
1.1220E+03 1.3568E-07 8.2276E-08 4.9107E-09 3.7397E-09
1.2589E+03 9.2443E-08 5.5691E-08 3.2854E-09 2.5128E-09
1.4125E+03 6.2950E-08 3.7662E-08 2.1857E-09 1.6632E-09
1.5849E+03 4.2737E-08 2.5396E-08 1.4705E-09 1.1066E-09
1.7783E+03 2.8885E-08 1.7139E-08 9.8775E-10 7.3774E-10
1.9953E+03 1.9526E-08 1.1556E-08 6.5613E-10 4.8290E-10
2.2387E+03 1.3195E-08 7.7082E-09 4.3304E-10 3.1814E-10
2.5119E+03 8.8812E-09 5.1514E-09 2.8804E-10 2.0871E-10
2.8184E+03 5.9392E-09 3.4467E-09 1.8970E-10 1.3660E-10
3.1623E+03 4.0843E-09 2.3656E-09 1.2493E-10 9.0533E-11
3.5481E+03 2.6552E-09 1.5265E-09 8.2677E-11 6.0686E-11
3.9811E+03 1.7701E-09 1.0139E-09 5.3466E-11 3.9619E-11
4.4668E+03 1.1779E-09 6.7138E-10 3.5332E-11 2.5404E-11
5.0119E+03 7.8386E-10 4.4206E-10 2.3379E-11 1.6889E-11
5.6234E+03 5.1976E-10 2.9190E-10 1.5460E-11 1.1259E-11
6.3096E+03 3.4349E-10 1.9294E-10 1.0042E-11 7.2146E-12
7.0795E+03 2.2687E-10 1.2721E-10 6.6519E-12 4.7209E-12
7.9433E+03 1.4949E-10 8.3381E-11 4.3413E-12 3.1175E-12
8.9125E+03 9.8355E-11 5.4511E-11 2.8229E-12 1.9825E-12
1.0000E+04 6.4831E-11 3.5605E-11 1.8708E-12 1.2662E-12
