average flux in [cosZ = 0.70 --  0.80, phi_Az =   0 -- 360]
Enu        NuMu       NuMubar    NuE        NuEbar  
2.8184E+01 1.2703E-02 9.4325E-03 1.4524E-03 1.1476E-03
3.1623E+01 9.0004E-03 6.5956E-03 9.6938E-04 7.5976E-04
3.5481E+01 6.3771E-03 4.6497E-03 6.4538E-04 5.0911E-04
3.9811E+01 4.5087E-03 3.2743E-03 4.2923E-04 3.4054E-04
4.4668E+01 3.1862E-03 2.3029E-03 2.8679E-04 2.2714E-04
5.0119E+01 2.2492E-03 1.6141E-03 1.9146E-04 1.5196E-04
5.6234E+01 1.5864E-03 1.1330E-03 1.2805E-04 1.0214E-04
6.3096E+01 1.1196E-03 7.9477E-04 8.5815E-05 6.8626E-05
7.0795E+01 7.8780E-04 5.5529E-04 5.7275E-05 4.6336E-05
7.9433E+01 5.5229E-04 3.8746E-04 3.8291E-05 3.1354E-05
8.9125E+01 3.8725E-04 2.7063E-04 2.6024E-05 2.0911E-05
1.0000E+02 2.7170E-04 1.8885E-04 1.7357E-05 1.4093E-05
1.1220E+02 1.9053E-04 1.3124E-04 1.1704E-05 9.5399E-06
1.2589E+02 1.3335E-04 9.1341E-05 7.9233E-06 6.4266E-06
1.4125E+02 9.3312E-05 6.3581E-05 5.3046E-06 4.3254E-06
1.5849E+02 6.5265E-05 4.4123E-05 3.5790E-06 2.9234E-06
1.7783E+02 4.5592E-05 3.0617E-05 2.4349E-06 1.9685E-06
1.9953E+02 3.1899E-05 2.1252E-05 1.6358E-06 1.3295E-06
2.2387E+02 2.2210E-05 1.4709E-05 1.1085E-06 8.9840E-07
2.5119E+02 1.5456E-05 1.0179E-05 7.5723E-07 6.0591E-07
2.8184E+02 1.0745E-05 7.0404E-06 5.1441E-07 4.0822E-07
3.1623E+02 7.5094E-06 4.8721E-06 3.4234E-07 2.7524E-07
3.5481E+02 5.2078E-06 3.3552E-06 2.3179E-07 1.8534E-07
3.9811E+02 3.6125E-06 2.3067E-06 1.5698E-07 1.2476E-07
4.4668E+02 2.5009E-06 1.5885E-06 1.0583E-07 8.4340E-08
5.0119E+02 1.7305E-06 1.0941E-06 7.1560E-08 5.6394E-08
5.6234E+02 1.2022E-06 7.5423E-07 4.7951E-08 3.7893E-08
6.3096E+02 8.2427E-07 5.1329E-07 3.2256E-08 2.5239E-08
7.0795E+02 5.6695E-07 3.5080E-07 2.1894E-08 1.6772E-08
7.9433E+02 3.8928E-07 2.3978E-07 1.4673E-08 1.1251E-08
8.9125E+02 2.6712E-07 1.6336E-07 9.7435E-09 7.5333E-09
1.0000E+03 1.8420E-07 1.1172E-07 6.5514E-09 5.0125E-09
1.1220E+03 1.2445E-07 7.5228E-08 4.3769E-09 3.3459E-09
1.2589E+03 8.4582E-08 5.0965E-08 2.9181E-09 2.1966E-09
1.4125E+03 5.7313E-08 3.4309E-08 1.9168E-09 1.4373E-09
1.5849E+03 3.8881E-08 2.2990E-08 1.2780E-09 9.6190E-10
1.7783E+03 2.6304E-08 1.5464E-08 8.6392E-10 6.3306E-10
1.9953E+03 1.7712E-08 1.0433E-08 5.7459E-10 4.2660E-10
2.2387E+03 1.1897E-08 6.9605E-09 3.7741E-10 2.8599E-10
2.5119E+03 7.9566E-09 4.6481E-09 2.5190E-10 1.8539E-10
2.8184E+03 5.3188E-09 3.1062E-09 1.6818E-10 1.2193E-10
3.1623E+03 3.6648E-09 2.1194E-09 1.1025E-10 8.0303E-11
3.5481E+03 2.3710E-09 1.3707E-09 7.1595E-11 5.2322E-11
3.9811E+03 1.5784E-09 9.0588E-10 4.7588E-11 3.4339E-11
4.4668E+03 1.0452E-09 5.9813E-10 3.1689E-11 2.1770E-11
5.0119E+03 6.9344E-10 3.9503E-10 2.0650E-11 1.4355E-11
5.6234E+03 4.6076E-10 2.6052E-10 1.3586E-11 9.6966E-12
6.3096E+03 3.0366E-10 1.7086E-10 8.7978E-12 6.1741E-12
7.0795E+03 2.0094E-10 1.1240E-10 5.8547E-12 3.9973E-12
7.9433E+03 1.3260E-10 7.3807E-11 3.8827E-12 2.6798E-12
8.9125E+03 8.7136E-11 4.8198E-11 2.4661E-12 1.7355E-12
1.0000E+04 5.6931E-11 3.1771E-11 1.6429E-12 1.1099E-12
