average flux in [cosZ = 0.10 --  0.20, phi_Az =   0 -- 360]
Enu        NuMu       NuMubar    NuE        NuEbar  
4.4668E+02 4.8422E-06 3.3826E-06 3.6744E-07 2.9573E-07
5.0119E+02 3.3913E-06 2.3511E-06 2.4403E-07 1.9589E-07
5.6234E+02 2.3745E-06 1.6298E-06 1.6281E-07 1.3019E-07
6.3096E+02 1.6589E-06 1.1278E-06 1.0822E-07 8.6778E-08
7.0795E+02 1.1583E-06 7.8085E-07 7.1956E-08 5.7852E-08
7.9433E+02 8.0874E-07 5.3883E-07 4.7919E-08 3.8267E-08
8.9125E+02 5.6307E-07 3.7208E-07 3.1934E-08 2.5362E-08
1.0000E+03 3.9250E-07 2.5764E-07 2.1319E-08 1.6929E-08
1.1220E+03 2.7290E-07 1.7749E-07 1.4261E-08 1.1289E-08
1.2589E+03 1.8979E-07 1.2216E-07 9.5190E-09 7.5081E-09
1.4125E+03 1.3160E-07 8.4052E-08 6.4125E-09 4.9863E-09
1.5849E+03 9.1063E-08 5.7812E-08 4.2986E-09 3.3422E-09
1.7783E+03 6.3087E-08 3.9700E-08 2.8470E-09 2.2423E-09
1.9953E+03 4.3750E-08 2.7241E-08 1.9025E-09 1.4860E-09
2.2387E+03 3.0195E-08 1.8630E-08 1.2784E-09 9.9230E-10
2.5119E+03 2.0754E-08 1.2706E-08 8.5826E-10 6.5365E-10
2.8184E+03 1.4296E-08 8.6884E-09 5.7330E-10 4.3257E-10
3.1623E+03 9.9106E-09 5.9757E-09 3.7966E-10 2.8920E-10
3.5481E+03 6.7093E-09 4.0216E-09 2.5113E-10 1.9124E-10
3.9811E+03 4.5809E-09 2.7264E-09 1.6812E-10 1.2813E-10
4.4668E+03 3.1164E-09 1.8424E-09 1.1284E-10 8.4804E-11
5.0119E+03 2.1141E-09 1.2438E-09 7.4929E-11 5.5752E-11
5.6234E+03 1.4360E-09 8.3674E-10 4.9763E-11 3.6278E-11
6.3096E+03 9.7349E-10 5.6199E-10 3.3330E-11 2.4077E-11
7.0795E+03 6.5702E-10 3.7754E-10 2.1971E-11 1.5714E-11
7.9433E+03 4.4307E-10 2.5249E-10 1.4584E-11 1.0257E-11
8.9125E+03 2.9752E-10 1.6809E-10 9.4848E-12 6.8024E-12
1.0000E+04 1.9933E-10 1.1198E-10 6.0848E-12 4.4750E-12
